name,assess,Importance,numInfobox,InfoboxValues,InfoboxImages,numTemplates,numWpEdits,wpmShare,translated,codes,repLinks,numRecSections,HAuthority,HCompleteness,HInformativeness,HConsistency,Authority,Completeness,Complexity,Informativeness,Consistency
Methocarbamol,Start,Mid,1,55,1,11,40,0.125,1,0,36,11,363.7,12766.4,59.1844462025316,2973.7375,158.5,2096.4,5.3,2.30444620253165,2973.66125
Methotrexate,B,Mid,0,0,0,12,80,0.084033613445378,1,0,43,6,683.5,8466.8,5.06503978305836,3317.15966386555,479.3,2646.8,3.3,4.10503978305836,3317.12352941176
Methylphenidate,B,Mid,1,57,1,15,450,0.093322272915803,1,0,182,13,2426.5,20518.2,66.6912746103272,3377.17731231854,2202.1,7908.2,5.65,7.49127461032716,3377.05848195769
Metoclopramide,C,Mid,0,0,0,11,151,0.211188811188811,0,0,32,12,337.1,15617.4,3.81937057041761,3257.40125874126,340.1,3977.4,0.550000000000001,2.93937057041761,3257.15608391608
Metoprolol,B,Mid,0,0,0,9,108,0.157664233576642,1,0,33,8,563.7,9899.8,3.63633605404476,3141.7995620438,360.7,2139.8,7.8,2.91633605404476,3141.62613138686
Metronidazole,B,Mid,0,0,0,16,101,0.102330293819656,1,0,49,9,689.9,11210,4.79187762051342,3298.19442755826,485.3,2480,-1.95,3.51187762051342,3298.12036474164
Microcephaly,C,Low,2,17,1,6,14,0.017879948914432,0,7,87,5,446.7,41367.2,23.7066358517064,3353.03397190294,426.9,2567.2,-0.85,5.22663585170641,3353.06360153257
Microorganism,GA,High,0,0,0,0,260,0.054541640444724,0,0,89,0,2456.7,6361,9.56069754713795,3639.10362911684,2450.1,6361,7.85,9.56069754713795,3639.15947136564
Micropenis,C,Mid,1,6,1,1,5,0.002382086707956,0,4,5,2,1126.1,22460.8,8.77718757824572,3301.50452596474,1126.1,1120.8,0.949999999999999,1.69718757824572,3301.63920914721
Midazolam,GA,Mid,1,62,1,11,105,0.088682432432432,1,0,69,10,766.4,14890.8,67.7658187030286,3176.16849662162,568,5190.8,4.7,3.88581870302858,3176.09780405405
Migraine,GA,Top,1,13,1,5,879,0.17320197044335,1,8,204,11,2590.6,57384.8,21.5835238802075,3596.32908374384,2361.4,7914.8,10.65,7.18352388020749,3596.13797044335
Mikhail Varshavski,C,Low,0,0,0,0,50,0.08695652173913,0,0,0,0,275.4,1459,0.84577507488427,830.165217391304,281,1459,7.1,0.84577507488427,830.136695652174
Minoxidil,Start,Mid,0,0,0,13,75,0.067264573991031,0,0,18,4,532.4,5814.8,3.04354704814142,3235.12780269058,536,1934.8,0.25,2.00354704814142,3235.10547085202
Mirtazapine,B,Mid,0,0,0,17,198,0.094375595805529,1,0,120,14,1131.1,18609.6,4.08477182231213,3204.67931363203,915.5,5029.6,-8.2,2.72477182231213,3204.59780743565
Miscarriage,B,High,2,24,1,5,200,0.090702947845805,1,8,130,9,1213.3,55568.2,29.5947314495002,3452.67233560091,995.9,8038.2,11.25,4.19473144950021,3452.64340136054
Misinformation related to the COVID-19 pandemic,C,Low,0,0,0,2,36,0.011676938047357,0,0,30,1,1105.5,16518.2,10.4626157225615,300.02218618229,1199.3,15548.2,-1.1,10.3026157225615,300.070256243918
Misophonia,Start,Low,1,3,0,1,250,0.159846547314578,0,0,14,8,723.9,9388,5.75877365630609,2378.8037084399,723.7,1628,0.25,2.67877365630609,2378.6273657289
Mitragyna speciosa,B,Low,0,0,0,0,333,0.107697283311772,0,0,48,5,1377.7,9636.6,3.02319954622208,3133.70462483829,1376.3,4786.6,0.800000000000001,3.02319954622208,3133.61351875809
MMR vaccine,B,High,0,0,0,3,60,0.029440628066732,1,0,77,1,1172.5,4144.4,4.7066549281221,3497.05593719333,959.7,3174.4,13.1,4.4666549281221,3497.07595682041
Modafinil,B,Mid,1,49,1,12,237,0.091611905682257,1,0,97,12,1389.7,18753,54.5178789392905,3618.6740626208,1185.7,7113,2.9,3.55787893929047,3618.59277155006
Molluscum contagiosum,B,Mid,2,24,1,6,147,0.128496503496503,1,6,45,4,747.8,35114,27.8337353062017,3246.24414335664,536,2134,7.85,2.35373530620172,3246.10961538462
Moncef Slaoui,C,Low,0,0,0,2,0,0,0,0,13,0,173,2327.8,5.97044459472555,251.5,184.4,2327.8,-0.15,5.81044459472555,251.543457943925
Monoamine oxidase inhibitor,C,Mid,1,13,1,4,53,0.046985815602837,0,0,62,6,589.8,9878.2,17.2065476264104,3607.08927304965,580.4,4058.2,-3.55,2.88654762641038,3607.07180851064
Monoclonal antibody,B,Mid,0,0,0,5,41,0.039922103213242,0,0,49,2,525.3,6984.4,5.70372246008489,3298.0758519961,521.7,5044.4,-3.35,5.30372246008489,3298.10223953262
Morphine,B,Mid,0,0,0,12,238,0.065312843029638,1,0,75,11,2011.5,24091.2,12.2825408829737,3623.62409440176,1822.7,13421.2,2.95,11.3225408829737,3623.60043907794
Mortality rate,C,Mid,0,0,0,1,3,0.003618817852835,0,0,17,1,438.3,4174.6,5.62956448679004,3393.00687575392,437.7,3204.6,-1.25,5.54956448679004,3393.08468033776
Mouth ulcer,B,Mid,2,11,1,4,21,0.012507444907683,0,6,17,5,844.1,38902.2,16.0965848394685,3341.52376414532,843.3,4952.2,5.3,3.77658483946848,3341.55396069089
Multiple birth,C,Mid,0,0,0,1,14,0.009043927648579,0,0,42,3,829.2,8435.4,8.34095567238992,3484.01718346253,828.6,5525.4,8.85,8.26095567238992,3484.06899224806
Multiple myeloma,B,Mid,1,15,1,5,208,0.128792569659443,1,8,119,9,985.6,55667,27.1714988071035,3314.24470588235,763.8,8137,-2.95,10.7714988071035,3314.16086687306
Multiple sclerosis,C,Top,1,14,1,3,566,0.102703683542007,1,7,226,9,2759.4,52616.6,24.5442973856028,3642.69513699873,2522.2,9936.6,8.45,9.3042973856028,3642.62270005444
Mumps,B,Mid,1,17,1,4,129,0.050827423167849,1,6,52,8,1503.8,45611,20.3440516342077,3519.09657210402,1294,8751,11.25,2.02405163420766,3519.08014184397
Mupirocin,C,Mid,0,0,0,12,30,0.099667774086379,1,0,22,2,351.6,4373.2,6.55960649800339,3130.68936877076,151.8,2433.2,11.95,5.59960649800339,3130.6196013289
Mustard gas,B,Low,0,0,0,6,0,0,0,0,27,2,931.1,8597.4,12.9596208858805,3563.5,940.1,6657.4,10.3,12.4796208858805,3563.58884050082
Myasthenia gravis,B,Mid,1,13,1,6,226,0.146658014276444,1,7,66,8,947.9,45725.6,18.3378440436294,3728.27865022712,736.7,4015.6,9.8,3.85784404362938,3728.10707332901
Myelodysplastic syndrome,B,Mid,2,22,1,6,124,0.133909287257019,1,8,55,8,656.8,53165,25.4859312331979,3398.25442764579,449.6,6605,-4.3,2.00593123319793,3398.12764578834
Myocardial infarction,GA,Top,1,14,1,4,830,0.164096480822459,1,6,153,10,2590,47835.2,23.7113040081315,3512.81178331356,2363.8,9035.2,9.1,8.39130400813151,3512.6650059312
Myocarditis,C,Mid,2,23,1,4,100,0.173310225303293,1,6,49,6,487.9,37992,27.2773704118593,3225.32928942808,279.1,3072,2.55,2.95737041185932,3225.18821490468
N95 respirator,C,Low,0,0,0,0,7,0.017902813299233,0,0,45,1,210.4,4852.6,4.47258629295302,294.034015345268,202,3882.6,-6.45,4.47258629295302,294.064450127877
Nail clubbing,C,Mid,2,6,1,6,71,0.134469696969697,0,2,14,5,256.6,16068,10.4034926869982,3197.25549242424,253.6,1518,1.2,2.92349268699822,3197.16363636364
Naloxone,B,Mid,1,69,1,13,180,0.154373927958834,1,0,79,11,768.4,16348.2,74.2880522845586,3454.79331046312,564.8,5678.2,6.4,3.24805228455854,3454.6409948542
Naltrexone,B,Mid,0,0,0,10,139,0.126019945602901,1,0,54,12,714.1,14927.6,2.857016292198,3078.73943789665,513.7,3287.6,3.3,2.057016292198,3078.61858567543
Naproxen,B,Mid,0,0,0,12,104,0.093778178539225,1,0,48,12,795.5,14281.8,4.73443611012956,3210.17817853922,588.9,2641.8,4.6,3.77443611012956,3210.08818755636
Narcissistic personality disorder,B,High,1,14,1,2,159,0.043609434997257,1,4,29,11,1940.1,35737.4,16.6216639975547,3397.58285792649,1740.3,5667.4,-18.85,1.46166399755472,3397.60992868897
Narcolepsy,B,Mid,1,16,1,2,188,0.060353130016051,1,7,80,8,1792.6,47869.4,18.5680402042654,3578.61467094703,1580.8,6159.4,9.15,1.40804020426542,3578.59264847512
Nasal septum deviation,Start,Mid,2,7,1,4,34,0.082725060827251,0,2,6,3,215.5,13514.6,9.05400766538321,3025.65717761557,215.1,904.6,11.85,0.734007665383207,3025.56715328467
National Health Service,C,High,0,0,0,0,5,0.002368545712932,0,0,4,1,865.3,9252.6,3.0329244023616,2470.50450023685,888.5,8282.6,-5.1,3.0329244023616,2470.56594031265
Nazi human experimentation,B,Mid,0,0,0,0,3,0.001451378809869,0,0,9,0,1051,5800.6,4.09753811233454,3226.50275761974,1059.6,5800.6,8.55,4.09753811233454,3226.60856313498
Necrosis,Start,Mid,0,0,0,1,13,0.016774193548387,0,0,18,3,407.7,5778.6,3.22485900174836,3578.53187096774,405.7,2868.6,7.8,3.14485900174836,3578.56270967742
Necrotizing fasciitis,B,Mid,2,24,1,5,149,0.07720207253886,1,6,23,6,1185.7,39492.6,30.0802361379958,3316.64668393782,988.3,4572.6,10.5,4.6802361379958,3316.58300518135
Neoplasm,B,High,2,13,1,6,110,0.172955974842767,0,5,82,3,358.5,31770.6,17.9881730708818,3072.8286163522,340.3,4610.6,1.6,3.50817307088184,3072.66132075472
Neurodiversity,C,Mid,0,0,0,1,26,0.023172905525847,0,0,7,0,460.6,2028.2,2.19384123897493,3096.5440285205,466.4,2028.2,-12,2.11384123897493,3096.55828877005
Neuroendocrine tumor,C,Low,2,7,1,4,40,0.024813895781638,0,3,89,6,599.6,27962.2,12.3589777061379,2791.54714640199,587.8,7592.2,-6.45,4.0389777061379,2791.52307692308
Neurosis,C,Mid,2,4,0,4,11,0.01171458998935,0,1,5,1,490,7698.6,4.77110567848587,3559.52225772098,490,1878.6,11.65,0.451105678485867,3559.60862619808
Neurosyphilis,C,Mid,1,9,1,0,34,0.132295719844358,0,0,8,4,118.8,5936,10.6096388207719,2873.2513618677,117,2056,13.45,0.609638820771866,2873.0326848249
Neurotransmitter,C,Mid,0,0,0,2,140,0.091383812010444,0,0,50,2,752.8,11492,4.89052207157214,3635.67362924282,744.4,9552,-11.3,4.73052207157214,3635.55953002611
NFPA 704,Start,Low,0,0,0,0,0,0,0,0,0,0,361.6,1251.2,2.24065390147502,3112,363.2,1251.2,-10.9,2.24065390147502,3112.04103967168
Nicotine,B,Mid,1,46,1,15,388,0.071958456973294,0,0,174,12,2629.4,20028.8,57.1642553771939,3587.63672106825,2606,8388.8,2,8.96425537719394,3587.58445845697
Nitrofurantoin,B,Mid,0,0,0,9,67,0.137577002053388,1,0,39,8,459.2,10664.6,3.34446369082206,3160.7613963039,254.2,2904.6,4,2.62446369082206,3160.63675564682
Noise pollution,Start,Mid,0,0,0,0,9,0.002491694352159,0,0,51,0,1910.5,8012.4,7.11486613804158,3500.00473421927,1912.5,8012.4,8.55,7.11486613804158,3500.07292358804
Non-Hodgkin lymphoma,C,Mid,1,13,1,3,134,0.12984496124031,1,7,51,5,702.3,40950.8,15.0665979924853,3494.24670542636,493.1,2150.8,9.25,0.826597992485336,3494.14651162791
Nonsteroidal anti-inflammatory drug,B,Mid,1,12,1,3,128,0.081115335868188,0,0,138,10,823.1,17565.8,17.3475955695262,3578.65411913815,799.5,7865.8,0.6,4.10759556952616,3578.59353612167
Nootropic,B,Low,0,0,0,0,371,0.121480026195154,0,0,103,3,1380,5990,3.90736183728785,3167.23081204977,1357.2,3080,-12.25,3.90736183728785,3167.04852652259
Norepinephrine,GA,Mid,1,29,1,5,95,0.076736672051696,0,0,82,3,629.3,8773.8,36.033329894808,3502.6457996769,614.9,5863.8,-18.1,5.63332989480804,3502.63424878837
Nostradamus,FA,Low,0,0,0,0,2,0.000308737264588,0,0,5,0,3084.5,6543,9.87793083570929,3655.0005866008,3093.9,6543,4.1,9.87793083570929,3655.09030564989
Novichok agent,C,Low,0,0,0,2,1,0.001005025125628,0,0,13,1,413,7578,4.67420881777677,3004.00190954774,426.2,6608,8.1,4.51420881777677,3004.09407035176
Nuremberg Code,Start,Mid,0,0,0,1,3,0.009493670886076,0,0,7,0,168.4,2306.8,0.477760415970486,3633.01803797468,168.2,2306.8,7.1,0.397760415970486,3633.0835443038
Nystagmus,Start,Mid,2,12,1,6,40,0.095238095238095,0,4,43,6,227.1,28539.8,15.4688564869223,2442.18095238095,218.9,3319.8,-2.2,1.9888564869223,2442.13428571429
Obesity,GA,Top,1,13,1,4,1818,0.22640099626401,1,6,262,9,3862.3,48158,26.6371762402974,3525.4301618929,3624.7,10328,9.15,12.3171762402974,3525.26054794521
Obsessive–compulsive disorder,B,Mid,2,21,1,5,331,0.048726630354777,1,7,135,12,3501.6,55382.2,28.3473854989539,3615.09258059767,3283.4,9792.2,3.9,5.94738549895394,3615.08179007802
Olanzapine,B,Mid,0,0,0,15,173,0.10188457008245,1,0,103,9,1036.7,16198.8,4.14541080098233,3399.19358068316,825.9,7468.8,-16.15,2.94541080098233,3399.10459363958
Omeprazole,B,Mid,0,0,0,10,122,0.093918398768283,1,1,64,10,860,17565.6,4.92339756777651,3214.17844495766,654.8,3015.6,8.55,4.12339756777651,3214.1025404157
Oncology,C,High,1,7,1,3,35,0.027580772261623,0,0,189,2,762.2,4714,12.0139974055014,3500.0524034673,703.2,2774,-24.05,3.77399740550136,3500.12151300236
Ondansetron,B,Mid,1,58,1,9,92,0.125854993160055,1,0,42,10,563.2,12110.8,62.3931994880802,3085.239124487,357.2,2410.8,9.25,2.67319948808023,3085.12558139535
Operation Warp Speed,C,High,0,0,0,4,21,0.051470588235294,0,0,21,1,197.6,5004,3.94786982992342,259.597794117647,204.4,4034,-16.85,3.62786982992342,259.557352941176
Ophthalmology,C,High,1,8,1,2,39,0.021642619311876,0,0,15,3,879.8,8751.4,17.1576906994613,3525.54112097669,881.2,5841.4,-0.1,7.99769069946134,3525.56892341842
Opioid,B,Mid,1,10,1,4,242,0.102803738317757,0,0,252,10,1170.6,26938,178.712361293667,3208.1953271028,1134.6,17238,3.65,167.392361293667,3208.10756159728
Oppositional defiant disorder,C,Low,2,5,0,3,27,0.019838354151359,0,2,27,4,693.4,17507.4,6.06287688062156,2919.03769287289,690.8,3927.4,6.7,0.822876880621564,2919.07935341661
Orthopedic surgery,B,High,0,0,0,2,26,0.016321406151915,0,0,7,4,838.5,7476.6,6.63419271745526,3234.53101067169,839.7,3596.6,4.35,6.47419271745526,3234.57005649717
Osteoarthritis,B,Top,2,24,1,5,625,0.225713253882268,1,8,229,10,1550.6,54481,34.4091815717765,3209.92885518238,1306.4,5981,8.6,9.00918157177655,3209.66316359697
Osteogenesis imperfecta,B,Mid,1,12,1,5,132,0.084345047923323,1,7,76,7,983.7,45852,16.0300608174331,3130.16025559105,775.7,5112,9.25,2.63006081743314,3130.11808306709
Osteomyelitis,C,Mid,2,23,1,5,78,0.126623376623377,1,6,39,4,525.2,35931,27.5950240663343,3189.74058441558,319.6,2951,5.35,3.19502406633428,3189.61590909091
Osteoporosis,C,High,2,22,1,5,425,0.119684595888482,1,7,166,7,2018.1,49523.2,29.6562226655021,3662.72740073219,1789.9,8783.2,5.4,6.25622266550213,3662.6576457336
Otorhinolaryngology,C,Mid,0,0,0,2,23,0.029754204398448,0,0,5,2,395.1,4420.8,4.8074225451548,3642.05653298836,396.3,2480.8,-3.9,4.6474225451548,3642.06520051746
Oxycodone,B,Mid,1,70,1,13,103,0.022662266226623,1,0,53,13,2449,21063.2,76.1572691390038,3584.04305830583,2265.8,8453.2,5.75,4.11726913900375,3584.09650165017
Oxygen saturation (medicine),C,Mid,0,0,0,1,15,0.086206896551724,0,0,4,2,105.3,2966.8,1.99767627170955,2275.66379310345,106.7,1026.8,6.1,1.91767627170955,2275.6
Palliative care,B,High,0,0,0,1,49,0.03185955786736,0,0,91,1,762.1,9060.2,2.73451584910154,3322.56053315995,745.3,8090.2,1.15,2.65451584910154,3322.57061118336
Pancreatic cancer,FA,High,1,13,1,4,232,0.059033078880407,1,7,147,7,1957,51438.4,28.1624794609478,3266.61216284987,1730.2,10698.4,-0.5,13.8424794609478,3266.60473282443
Pancreatitis,B,High,1,13,1,5,116,0.097397145256087,1,7,56,9,822.2,46155.6,17.0092217979726,3505.18505457599,613.6,3475.6,7.45,2.60922179797264,3505.10176322418
Pandemic,B,High,0,0,0,5,40,0.012531328320802,0,0,102,2,1589.9,12240.8,17.1042111970666,3652.02380952381,1594.9,10300.8,14.35,16.7042111970666,3652.06710526316
Pandemrix,C,Low,0,0,0,4,5,0.017482517482518,0,0,13,1,141.6,3509.6,2.02074271862463,2422.53321678322,147.8,2539.6,-2.6,1.70074271862463,2422.55874125874
Panic attack,C,High,2,19,1,4,96,0.029366778831447,1,4,49,6,1775.7,30124.4,20.8689648663953,3517.55579687978,1572.9,4904.4,6.15,0.548964866395287,3517.58149281126
Pantoprazole,C,High,0,0,0,9,69,0.103448275862069,1,0,39,9,527,11632.4,2.74165808071815,3175.19655172414,321,2902.4,-19.2,2.02165808071815,3175.10974512744
Paracetamol,B,Mid,0,0,0,14,340,0.076576576576577,1,0,140,13,2347.4,19523.6,9.46903796308462,3480.1454954955,2145.4,6913.6,7.8,8.34903796308462,3480.12702702703
Paraphilia,C,Low,2,5,0,4,18,0.007425742574257,0,2,33,5,1115.6,19287.8,7.66442276980426,3667.51410891089,1116,4737.8,-6.8,2.34442276980426,3667.61732673267
Parasitism,GA,High,0,0,0,0,113,0.032341156267888,0,0,95,3,1719.1,13665.8,20.6673260726918,3571.56144819691,1720.9,10755.8,1.25,20.6673260726918,3571.70898683457
Paresthesia,Start,Mid,2,8,0,5,38,0.048040455120101,0,4,14,3,402.4,24353.6,8.82194698516582,3251.09127686473,399.6,2043.6,-3.65,0.42194698516582,3251.05385587863
Parkinson's disease,C,Top,1,18,1,6,433,0.058521421813759,1,7,217,13,3424.5,60277.4,31.8334601195293,3687.61119070145,3189.1,13717.4,9.9,12.3534601195293,3687.62009731045
Paronychia,C,Low,2,12,1,6,38,0.097686375321337,0,6,10,5,209.5,35687.4,15.7175530212024,2974.68560411311,209.7,1737.4,3.6,2.23755302120237,2974.58329048843
Pathogen,Start,High,0,0,0,1,14,0.01364522417154,0,0,43,1,589.4,4670,4.17675929426469,1745.02592592593,582.2,3700,5.8,4.09675929426469,1745.06198830409
Pathology,B,High,1,9,1,3,27,0.013803680981595,0,0,16,2,951.4,8970.2,22.4820323961923,3555.52622699386,956.4,7030.2,-25.4,12.2420323961923,3555.55981595092
Pattern hair loss,B,Mid,2,12,1,5,181,0.083410138248848,0,5,61,7,929,34780.8,16.7424486240252,2808.15847926267,917,3740.8,5.8,3.3424486240252,2808.05834101382
Pedophilia,B,Mid,0,0,0,4,27,0.00358518125083,0,3,62,7,3284.8,30436,3.35337100193577,3666.50681184438,3296,9096,2.55,3.03337100193577,3666.63456380295
Penicillin,C,High,0,0,0,1,88,0.018819503849444,0,0,143,7,2475.8,16005.2,9.2947941242248,3653.53575705731,2442,9215.2,7.9,9.2147941242248,3653.60791274594
Penis enlargement,Start,Low,0,0,0,1,17,0.003772747447847,0,0,18,1,2359,2600.4,2.98568016495676,3396.00716822015,2356.8,1630.4,-2.15,2.90568016495676,3396.1086551265
Pentobarbital,C,Mid,0,0,0,15,11,0.012987012987013,0,0,20,4,418.7,5793.2,4.09754800680603,2960.02467532468,417.5,1913.2,-2.25,2.89754800680603,2960.05525383707
Peptic ulcer disease,B,High,1,14,1,3,176,0.105960264900662,1,6,54,7,1053.8,41666.6,21.7177459995175,3504.70132450331,844.2,5776.6,10.6,6.47774599951752,3504.60836845274
Perception,C,Mid,0,0,0,1,5,0.003063725490196,0,0,33,1,811.9,10568.8,7.47312347720153,3595.50582107843,826.7,9598.8,3.35,7.39312347720153,3595.57022058824
Perfluorooctanoic acid,B,Low,0,0,0,7,3,0.002281368821293,0,0,158,2,602.8,11922.8,5.72847064259627,3143.50433460076,589.4,9982.8,4.4,5.16847064259627,3143.55475285171
Pericarditis,C,High,2,24,1,4,93,0.19661733615222,1,7,31,6,434.5,41999,28.2346830216249,3167.37357293869,228.1,2229,0.550000000000001,2.91468302162494,3167.17378435518
Pericoronitis,B,Mid,2,10,1,4,22,0.058201058201058,0,5,9,7,173.2,34799.8,13.4266581400953,2881.11058201058,172.4,3759.8,-2.25,2.10665814009528,2881.03809523809
Peripheral neuropathy,C,Mid,2,9,1,5,59,0.068445475638051,0,5,140,5,471,35574.8,10.9502098685384,3186.13004640371,437.8,6474.8,-0.75,0.550209868538442,3186.07308584687
Peritonitis,C,Mid,1,15,1,2,61,0.107773851590106,1,6,15,6,489.3,37213,17.8108337039893,3454.70477031802,289.3,2293,-1.85,1.65083370398934,3454.61766784452
Personality disorder,C,Mid,1,3,0,2,65,0.03737780333525,0,6,55,6,833.1,48106.6,3.9865831254811,3384.57101782634,834.7,13186.6,-12.2,0.826583125481098,3384.59971247844
Pharmaceutical industry in India,C,Mid,0,0,0,1,6,0.006091370558376,0,0,2,0,449.6,3330.4,1.23077702598516,2887.01157360406,457,3330.4,3.7,1.15077702598516,2887.07431472081
Pharyngitis,B,High,2,21,1,5,232,0.202266782911944,1,6,38,4,764.1,34808.4,25.6371612145104,3360.38430688753,557.5,1828.4,7.5,3.23716121451044,3360.19197907585
Phases of clinical research,C,Mid,0,0,0,0,27,0.103053435114504,0,0,23,0,152.2,3860.4,0.501297421500952,1773.69580152672,149.2,3860.4,-10.25,0.501297421500952,1773.60305343511
Phencyclidine,B,Mid,1,50,1,20,117,0.036885245901639,1,0,71,7,1886.6,11584.4,56.3778647745985,3624.07008196721,1678.2,4794.4,0.5,3.77786477459848,3624.11122320303
Phentermine,C,Mid,1,48,1,13,117,0.050671286271113,1,0,22,9,1353.9,10578.2,52.4280057272289,3068.09627544391,1152.5,1848.2,-1.55,2.3880057272289,3068.14941533131
Phimosis,B,Low,2,22,1,5,79,0.065723793677205,1,6,43,4,801.2,35301.6,25.7571313984428,3388.62487520799,596.2,2321.6,7.75,2.35713139844282,3388.63627287854
Phineas Gage,B,Low,0,0,0,0,11,0.00193491644679,0,0,33,0,2167.7,8634.2,23.8006670478051,3255.00367634125,2184.5,8634.2,-9.2,23.8006670478051,3255.3489182058
Phlebotomy,Start,Low,1,5,1,3,7,0.014893617021277,0,0,9,1,261.7,1760.4,7.29060707678076,3443.52829787234,261.3,790.4,-6.65,1.05060707678076,3443.57659574468
Physical fitness,C,Mid,0,0,0,0,34,0.009413067552602,0,0,32,2,1965.7,6586.6,4.10739953579393,3233.51788482835,1964.1,4646.6,7,4.10739953579393,3233.60897009967
Physical therapy,C,Mid,1,5,1,2,42,0.010342280226545,0,0,52,1,1993.6,8582,12.1104670493334,3759.51965033243,1990,7612,-9.95,5.9504670493334,3759.57077074612
Physician,B,Top,0,0,0,1,48,0.017460894870862,0,0,25,0,1299.6,4329,5.13451949024261,3720.53317570025,1297.2,4329,-0.85,5.05451949024261,3720.56351400509
Pica (disorder),C,Mid,2,12,1,4,60,0.038510911424904,0,6,28,6,806.3,37554,14.3871824584533,3392.07317073171,805.3,2634,8.55,1.06718245845332,3392.07432605905
Pityriasis rosea,Start,Mid,2,21,1,8,55,0.090759075907591,1,6,35,5,515.2,35755.8,24.3368923993116,3088.17244224422,309.4,1805.8,11.65,1.69689239931162,3088.1
Placebo,B,Mid,0,0,0,0,71,0.024182561307902,0,0,90,2,1361.3,6528.4,3.89597999081659,3454.54594686648,1350.3,4588.4,3,3.89597999081659,3454.61505449591
Plague (disease),B,Mid,2,22,1,4,95,0.018763578905787,1,7,36,4,2793.7,41050.4,27.7348573306225,3619.53565079992,2584.9,3220.4,12.95,4.41485733062251,3619.57987359273
Plague doctor,C,Low,0,0,0,0,7,0.004878048780488,0,0,2,1,751.4,2945.4,2.89463425360633,3197.50926829268,754.2,1975.4,11.6,2.89463425360633,3197.54473867596
Plague of Justinian,B,Low,1,7,1,1,5,0.006906077348066,0,0,19,2,368,4188.6,10.3578979972823,3199.51312154696,367.6,2248.6,8.95,2.27789799728229,3199.58950276243
Plantar fasciitis,GA,High,1,13,1,4,601,0.308521560574949,1,6,43,4,1093.4,36123.4,18.824313680827,3134.58619096509,885.8,3143.4,7.85,4.50431368082697,3134.07638603696
Plastic surgery,B,High,0,0,0,2,33,0.009068425391591,0,1,13,2,1890.6,12447.6,6.06397167331686,3577.51723000824,1895.2,5657.6,6.5,5.90397167331686,3577.59727947238
Pleurisy,C,Mid,1,12,1,3,64,0.050393700787402,1,5,16,4,843,31601.4,15.792664327439,3293.0957480315,642.6,3471.4,17.15,2.55266432743903,3293.07181102362
Pneumonia,GA,Top,1,16,1,4,810,0.213663940912688,1,6,179,9,1970.5,47737,28.4245650104104,3539.40596148773,1730.9,9907,6.1,11.1045650104104,3539.23202321287
Polio,FA,Top,1,14,1,5,210,0.046656298600311,0,5,124,11,2189,43756.2,32.1755763345652,3598.08864696734,2178.4,8836.2,7.1,16.7755763345652,3598.17716063097
Polio vaccine,GA,Mid,0,0,0,5,120,0.06997084548105,1,0,92,4,1093.9,11532.4,16.8419514563514,3392.13294460641,885.1,7652.4,5.1,16.4419514563514,3392.13259475219
Polycythemia vera,Start,Mid,2,10,1,6,18,0.061224489795918,0,5,26,4,162.1,30256.8,12.5289843214227,3217.11632653061,157.1,2126.8,0.25,1.04898432142266,3217.07755102041
Polydactyly,C,Mid,2,14,1,5,36,0.020893789901335,0,8,39,7,914.7,51542,23.3350780190463,3391.53969820081,917.1,5952,10.65,7.93507801904631,3391.56511897853
Polytetrafluoroethylene,B,Low,0,0,0,5,4,0.001794526693585,0,0,14,1,1138.1,5581.6,7.48321115558404,3653.50340960072,1149.1,4611.6,4.4,7.08321115558404,3653.58506056528
Porphyria,B,Low,1,12,1,3,93,0.06187624750499,1,3,45,5,958.4,25617.6,17.3503565050104,3480.61756487026,752.6,6217.6,4.05,4.11035650501037,3480.62774451098
Post-traumatic stress disorder,B,High,1,12,1,4,569,0.100850762141085,0,6,267,9,2586.2,50424.2,20.2240332426156,3480.69161644807,2548.4,12594.2,-1.5,6.90403324261563,3480.58975540588
Postpartum depression,C,High,1,11,0,3,173,0.109217171717172,1,6,129,8,982.8,43809.6,12.0971295820899,3410.70751262626,761.4,6949.6,1.9,0.857129582089872,3410.61401515151
Postural orthostatic tachycardia syndrome,C,Mid,2,19,1,4,112,0.093723849372385,1,3,130,8,826.4,26607.6,20.9064800814392,3072.67807531381,598.6,4297.6,5.4,0.586480081439182,3072.57280334728
Potassium,GA,Mid,0,0,0,0,275,0.050191640810367,0,0,37,1,2826.9,9158,13.4462022672018,3748.09536411754,2842.9,8188,7.85,13.4462022672018,3748.1133418507
Potassium chloride,B,Mid,0,0,0,9,20,0.018535681186284,0,0,15,2,572.4,4220,7.47835253244597,3430.53521779425,571.6,2280,0.85,6.75835253244597,3430.61899907322
Prader–Willi syndrome,B,Mid,2,26,1,6,114,0.079442508710801,1,10,54,4,951.7,55370.4,30.3471401197038,3528.65094076655,743.5,2990.4,10.65,2.86714011970382,3528.60160278746
Pre-eclampsia,B,High,2,22,2,6,171,0.121794871794872,0,3,90,7,704.6,27844.4,25.633614367851,3243.73141025641,689.4,6504.4,1.85,1.15361436785104,3243.61794871795
Precordial catch syndrome,Start,Low,2,15,1,3,46,0.099783080260304,1,2,7,3,441.5,13356,16.7053717438995,2801.18958785249,241.1,746,22,0.465371743899517,2801.10151843818
Prednisone,B,Mid,1,45,1,13,49,0.046052631578947,1,1,33,6,747.8,13026.8,50.2181708817498,3203.5875,545.8,2356.8,-2.3,3.17817088174983,3203.59078947368
